business_id,name,neighborhood,categories,GoodForMeal
4JNXUYY8wbaaDmk3BPzlWw,Mon Ami Gabi,The Strip,"Steakhouses, Breakfast & Brunch, Restaurants, French","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
cIP1xI6j2wykUyHG0FOEsg,Legends Steak and Seafood,The Strip,"Restaurants, Seafood, Steakhouses",
j3NoIidtyVJ9iUfyG9X3Qw,Chapel in the Clouds,The Strip,"Restaurants, Event Planning & Services, Tours, Wedding Planning, Amusement Parks, Hotels & Travel, Active Life, Venues & Event Spaces, Caterers",
5exz18duMXvg91ZPdNX3eA,Blue Ribbon Fried Chicken - Grand Bazaar,The Strip,"Chicken Shop, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
GZONBn0K1yp2aaD-l8debQ,B&B Burger & Beer,The Strip,"Beer Bar, Italian, Restaurants, Cocktail Bars, Nightlife, Barbeque, Bars, Burgers","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
QJatAcxYgK1Zp9BRZMAx7g,Shake Shack,The Strip,"American (New), Restaurants, Burgers","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
RsrVsDtlaFw96UAoWj0HWA,Masala Express,The Strip,"Restaurants, Indian, Fast Food, Vegetarian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
u73Cv9yp_gTGNhBvECSJGA,Sbarro,The Strip,"Restaurants, Italian, Pizza","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
nR8QNgK8pLX2NbDnxNu1tg,House of Lords at Sahara Hotel and Casino,The Strip,"Restaurants, Steakhouses","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
_ixV2SWDy7w8jzEAHp85qA,First Food & Bar,The Strip,"Restaurants, American (Traditional), American (New), Bars, Nightlife","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
KJsGM_gLm597KEJ95PUfsw,Sherwood Forest Cafe,The Strip,"American (Traditional), Breakfast & Brunch, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"
8SWZLawwzqwzbXpGQS7gBw,Della's Kitchen,The Strip,"Sandwiches, Breakfast & Brunch, American (Traditional), Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
u2wqrS4WenKSsuFsrLBGAA,Franklin,The Strip,"Bars, Cocktail Bars, Nightlife, Restaurants",
KpJ651uRlKORbZCvs6x6qQ,Nikki Beach,The Strip,"Swimming Pools, Nightlife, Breakfast & Brunch, Active Life, Dance Clubs, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
#NAME?,The Cafe at Monte Carlo,The Strip,"Restaurants, American (Traditional), Cafes, Sandwiches","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
azciebW9VvZoPDz7rdo3TA,Chicago Hot Dogs & Subs,The Strip,"Hot Dogs, Food, Restaurants",
SZEFE5hL7aN5nM-A44iPwQ,Prime,The Strip,"Restaurants, Bars, Nightlife, Steakhouses","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
DGDBFpZk-NIvah4M7MtDDg,Pizzeria Fracesco's,The Strip,"Restaurants, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
R_ZlcX46pPdjhjmfd043LA,Top of the World,The Strip,"Bars, Nightlife, Steakhouses, American (Traditional), Restaurants, Seafood, Diners","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
Rd11Bosr8JkfoUhZLzpuxg,The Capital Grille,The Strip,"Nightlife, Steakhouses, Wine Bars, Seafood, Bars, Restaurants, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
1aMxCG33wAoxjWoeRsl4BA,Brioche by Guy Savoy,The Strip,"Coffee & Tea, Bakeries, Restaurants, Food, French, Fast Food","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
GDWWeeGW4d3tLWa21GhI8w,Chicken Now,The Strip,"Restaurants, Chicken Wings","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
IOwTrStIy6NinyquhBrLZQ,Pick Up Stix,The Strip,"Restaurants, Ethnic Food, Food, Imported Food, American (New), Specialty Food, Fast Food, Chinese","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
GHwn0lza-JdaETNbOw98oA,Barbary Coast Hotel & Casino,The Strip,"Arts & Entertainment, Casinos, Event Planning & Services, Restaurants, Hotels & Travel, Hotels",
-153AjTW5luZPK4omEujWA,Jody Maroni's Sausage Kingdom,The Strip,"Hot Dogs, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
ni4ppUp4oHq-OSSCgUIGiA,barMASA,The Strip,"Restaurants, Japanese, Sushi Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
QpmotuTsf_nHT8RKViFMPQ,Fuku Burger,The Strip,"Asian Fusion, Burgers, American (Traditional), Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
YQ--LJ7pvjiDSqNv0TuKTQ,Grimaldi's Pizzeria,The Strip,"Restaurants, Pizza","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
oellsNkri7uLFWXtOIMqMA,Tony N' Tina's Wedding,The Strip,"Restaurants, Dinner Theater, Italian",
1FAvxOUOGGyZoYNlAXACag,Dal Toro Ristorante,The Strip,"Restaurants, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
IWN2heYitkg-D4UdqfxcMA,HEXX kitchen + bar,The Strip,"Restaurants, American (New), Desserts, Bars, Nightlife, Cocktail Bars, Food","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"
UUGoM4q4i8rK2CBRS0xDAw,Jean Philippe Patisserie,The Strip,"Food, Coffee & Tea, Restaurants, Desserts, Cafes","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
PYIk6aWfw8B8bO1mTn2rpQ,LuckyRice Night Market,The Strip,"Food, Imported Food, Specialty Food, Asian Fusion, Ethnic Food, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
6WWXpMwIB7gTc4yZrkM-fQ,Hot Dog On A Stick,The Strip,"Fast Food, Food, Hot Dogs, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
pik4ebdFa0UcUhnNkivFcg,Carmine's Italian Restaurant - Las Vegas,The Strip,"Venues & Event Spaces, Event Planning & Services, Restaurants, Food, Italian, Salad, Desserts, Caterers, Seafood","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
zJ1kytRoyIHKqhl1DounBQ,Pool Cafe,The Strip,"Restaurants, Coffee & Tea, Sandwiches, Cafes, Food","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
MCenmA0zc9gNR1Cwyh4f1A,Cleo's Team Dining room,The Strip,"Mediterranean, American (Traditional), Salad, Nightlife, Bars, Restaurants",
El4FC8jcawUVgw_0EIcbaQ,MGM Grand Hotel,The Strip,"Arts & Entertainment, Hotels & Travel, Event Planning & Services, Restaurants, Hotels, Casinos, Resorts",
5EIuCcoHY2evAhFMBV6G6g,Pinot Brasserie,The Strip,"French, Steakhouses, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
c0ZerP3dvw3x2IWXzNKDyQ,Victorian Cafe,The Strip,"Restaurants, Chinese, American (Traditional)","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
PlMJAouo0D0ZXHkCDj6eeg,Studio Café,The Strip,"Food, Cafes, Restaurants, Coffee & Tea","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
NJ2Oyy9MH0qxYiLnVHfPiw,Subway,The Strip,"Sandwiches, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
_7EsArRtaywrPasvA8ryfg,Ghirardelli Ice Cream and Chocolate Shop,The Strip,"Desserts, Specialty Food, Food, Chocolatiers & Shops, Ice Cream & Frozen Yogurt, Restaurants",
r6b0IpBN8d-I4oe3RBL95A,Malena's Yogurt Plus,The Strip,"Desserts, Ice Cream & Frozen Yogurt, Creperies, Food, Restaurants",
d9YAMj9ldM4jyBNn5bIBrg,LA Subs & Salads,The Strip,"Salad, Sandwiches, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
ai5dbb7P-qwt113PaJJCwg,Denny's,The Strip,"Breakfast & Brunch, American (Traditional), American (New), Restaurants, Diners","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"
L_ZLtfHvfzfoNVQ0-okTXg,SW Steakhouse,The Strip,"Steakhouses, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
nUpz0YiBsOK7ff9k3vUJ3A,Buddy V's Ristorante,The Strip,"American (Traditional), Italian, Restaurants","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
rbcfYmJtqwIkk17IeOI5Kw,BARDOT Brasserie,The Strip,"Cafes, Hostels, Brasseries, Hotels & Travel, Restaurants, French, Steakhouses","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': True}"
lVULxfPrpjnlOzF_jilRAA,Tacos N' Ritas,The Strip,"Vegetarian, Restaurants, Mexican, Food","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}"
ISeb4rh50T02uADLTok9TA,Pop's Pizza,The Strip,"Restaurants, Pizza","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
WNSdjFgR3vjeDQl7rKEGNg,Shish Kabob House,The Strip,Restaurants,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
RqTCCfUQJh_OpWwgOVWiDw,Havana Go Go,The Strip,"Food, Coffee & Tea, Restaurants, Cuban","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
RycZOiohghoI0Ssg2Qqgqw,JJ's Boulangerie,The Strip,"Bakeries, Restaurants, Breakfast & Brunch, Food","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"
aBCqrJwXAHnTgO2e_l0v8w,Carl's Jr,The Strip,"Fast Food, Restaurants, Food","{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
XXW_OFaYQkkGOGniujZFHg,The Peppermill Restaurant & Fireside Lounge,The Strip,"Bars, Nightlife, American (Traditional), Breakfast & Brunch, Lounges, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
Y-S2LhHefBdnX8VP5Bh_JA,Citizens Kitchen and Bar,The Strip,"American (New), Steakhouses, Restaurants, Comfort Food","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': False}"
742D-FQL6glg1ek71G4R2w,Philadelphia Steak & Hoagie,The Strip,"Restaurants, Cheesesteaks, Fast Food","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
l9oTh1HKQt_o4SN63cNNMw,Starbucks,The Strip,"Bakeries, Coffee & Tea, Restaurants, Sandwiches, Food","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
ksuxxeP_V73Y4iKPeLq77A,La Salsa Cantina Mexican Fare,The Strip,"Event Planning & Services, Bars, Venues & Event Spaces, Restaurants, Dance Clubs, Mexican, Nightlife","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
jqDkZNJDo4oHYP8zHbSBBw,Las Vegas Exotic Limos,The Strip,"Party Bus Rentals, Nightlife, Transportation, Adult Entertainment, Hotels & Travel, Pizza, Event Planning & Services, Limos, Restaurants",
4uiijOUDzc-DeIb2XcKW_A,Khotan,The Strip,"Restaurants, Asian Fusion","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
36ckWelVitpgX16g7lecqA,Canaletto Ristorante Veneto,The Strip,"Restaurants, Pizza, Italian, Seafood","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
NFOj3uboFzeNF5X-dWUd_w,Ming's Table,The Strip,"Restaurants, Chinese","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
u_8cVZyxh0J468zEZUjNDQ,Pin-Up Pizza,The Strip,"Pizza, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
JuO9QpkdmbTS95GSXh4dZw,Phillips Seafood,The Strip,"Seafood, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
w12x7UBSSRsdbp3ZqguG3Q,The Palm Las Vegas,The Strip,"American (New), Restaurants, Seafood, Steakhouses, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
pfmr8R3WH8RXqW0W6D8ffQ,Lombardi's Romagna Mia,The Strip,"Pizza, Breakfast & Brunch, American (New), American (Traditional), Italian, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
lQ9VmIWvM6v-rONPkYX8aQ,Alex,The Strip,"French, Restaurants, American (New)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
hLu4q64lPvF--9gd58lcPg,Noble Roman's Pizza,The Strip,"Restaurants, Sandwiches, Pizza","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
_XM07jbQGliVPwnAfyyGUA,Yafo Kosher Restaurant,The Strip,"Kosher, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
FOw8d87D581CltNjk6t52g,Betty's Diner Cyber Cafe,The Strip,"Diners, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
OD71MBxh6lhoPx09zcepng,Shake N' Burger,The Strip,"Fast Food, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
F7E3qP0oz_SuVGZGL0D8Zw,Ristorante Italiano,The Strip,"Restaurants, Italian",
J7KlrDFrriWoRkIUVNRPbg,Tacos N' Ritas,The Strip,"Restaurants, Mexican","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
YRyYbOSwvHkZsZOLv98oQg,Estiatorio Milos,The Strip,"Seafood, Restaurants, Greek","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
74C1z6cqEdvJVgETTcEodw,Portofino by Chef Michael LaPlaca,The Strip,"Bars, Lounges, Italian, Restaurants, Nightlife, Wine Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
SpeZAJN0ACO_m3Z4mcqwpA,Social Life Pizza,The Strip,"Food, Restaurants, Bars, American (Traditional), Pizza, Nightlife","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
_YIC05xpnIMIkn5LVwKf9w,Popeyes Louisiana Kitchen,The Strip,"Fast Food, Chicken Wings, Restaurants, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
PXS-ptzCqz26yG-mfqUWGA,India Masala,The Strip,"Restaurants, Indian","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
Xensz-o7iwV1jDhYCP8SBw,Caribe Café,The Strip,"American (New), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
uuGL8diLlHfeUeFuod3F-w,Tom's Urban,The Strip,"Restaurants, Bars, Sports Bars, Nightlife, Gastropubs, American (New)","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"
V4E09shHwjNdiclExeiYLg,Tower Suite Cafe,The Strip,"American (New), Restaurants",
bD9f8IT_-7d_Y0n2R24kUg,Kristofer's Steak House,The Strip,"Restaurants, Steakhouses","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
keBXqRRumQA-A5m4K7Zq5w,Lulu's On The Move,The Strip,"Sandwiches, Restaurants, Desserts, Food, Food Stands, Breakfast & Brunch","{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
MmW1-h6o79XhhO_qutIZ_Q,Starbucks,The Strip,"Food, Coffee & Tea, Sandwiches, Restaurants, Bakeries",
8menaxER6kxM_Lyi5tBmSA,Subway,The Strip,"Restaurants, Sandwiches","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
QGAv-8tj5i4m4G-HDMnIbA,The Griddle Café,The Strip,"Sandwiches, Diners, Breakfast & Brunch, Cafes, Restaurants, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
XWxYHSld0T2TfANwt1KmqA,Cafe Americano,The Strip,"Diners, American (New), Restaurants, Latin American, Breakfast & Brunch","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
GJ_bXUPv672YwNg4TneJog,China Poblano,The Strip,"Mexican, Asian Fusion, Chinese, Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
5OqrwhtZ3mcmUSwLINZTWQ,Blossom,The Strip,"Chinese, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
m1RrPKgNleBoGYdnRRhmGw,The Pods By Wolfgang Puck,The Strip,"Pizza, Restaurants, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
UkkIsIYoO0xF2LoysO_upA,R Steak & Seafood,The Strip,"Steakhouses, Seafood, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
7NucoWCjPzZyRPjsVR28xQ,Bonanno's New York Pizzeria,The Strip,"Italian, Pizza, Restaurants","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
V9klA6JGT6Fz2UpVP_7sBw,The Buffet at Monte Carlo,The Strip,"Restaurants, Buffets, American (Traditional)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"
zf1h0aVL8-Jl91F-mDxZEg,Encore Players Lounge,The Strip,"Restaurants, Bars, Nightlife","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
NieVNg1pP-PPeGUsdpy9BA,Pinot Brasserie Bakery,The Strip,"Food, Restaurants, French, Coffee & Tea","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
faPVqws-x-5k2CQKDNtHxw,Yardbird Southern Table & Bar,The Strip,"Southern, Restaurants, American (New)","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}"
4xioa5IWUTYEepxCiqRMtw,McDonald's,The Strip,"Restaurants, Fast Food, Burgers","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
QJR4qBUHegWEozSQrGmBPw,Olives,The Strip,"Mediterranean, Nightlife, Restaurants, Bars, American (New)","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
9-cVW8wSRoE6Nmnc7v0uUA,Pantry - 24 Hour Kitchen,The Strip,"American (Traditional), Restaurants, American (New)","{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"
25wTaO0_Rk-GLb4k2uMs0Q,AquaKnox,The Strip,"Food, Nightlife, Bars, Seafood, Lounges, Steakhouses, Live/Raw Food, Bakeries, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
uz77ng57t-sFnEjKbTAPrQ,Tsunami Asian Grill & Sushi Bar,The Strip,"Japanese, Korean, Chinese, Thai, Sushi Bars, Restaurants, Vietnamese",
Mnf10SaW1-8O3zVF_S16Dg,The Sporting House Bar & Grill,The Strip,"American (New), Bars, American (Traditional), Nightlife, Sports Bars, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
u-67zd1ImTv3EEr5kIdWrA,House of Blues - Music Venue,The Strip,"Restaurants, Musicians, Venues & Event Spaces, Cajun/Creole, Performing Arts, Music Venues, Hotels & Travel, Arts & Entertainment, Hotels, Nightlife, American (New), Bars, Event Planning & Services","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
PL3cimEUfNHlenOGSOAdJg,KUMI by Chef Akira Back,The Strip,"Sushi Bars, Restaurants, Japanese","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
fHM09_y3QX3n4a_bIFbk_w,Grand Lux Cafe,The Strip,"Restaurants, Seafood, American (New), Barbeque, American (Traditional), Food, Desserts","{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}"
G-5kEa6E6PD5fkBRuA7k9Q,Giada,The Strip,"Italian, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
3cHL1r5w2oLYH-veijtweA,Public House,The Strip,"Restaurants, Gastropubs","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
69SHzcXpZCuLwCG1X4l4_Q,Fountains Brunch,The Strip,"American (New), Food, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
djDktbXvOwaJhuk5whLlOQ,Cheesesteaks Etc,The Strip,"Sandwiches, Restaurants, Fast Food, Cheesesteaks","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
rkVTKhUDO-VtrIu8esB75g,Tiger Wok & Ramen,The Strip,"Restaurants, Ramen, Chinese, Japanese","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}"
PSMJesRmIDmust2MUw7aQA,Yogurt In,The Strip,"Cafes, Food, Ice Cream & Frozen Yogurt, Desserts, Restaurants","{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
dJS3iH-odljqWS9MKEFsBA,Johnny Rockets,The Strip,"Diners, Sandwiches, Restaurants, Burgers, American (Traditional)","{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
NvKNe9DnQavC9GstglcBJQ,Grand Lux Cafe,The Strip,"Sandwiches, American (Traditional), Food, American (New), Restaurants, Desserts","{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"
gS0CcaNcmiU18nLqqELhUQ,Palio,The Strip,"Nightlife, Coffee & Tea, Breakfast & Brunch, Desserts, Food, Restaurants, Coffeeshops",
df5IJWW0-C4AJDCS9AwtbQ,L.A. Italian Kitchen,The Strip,"Pizza, Italian, Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"
icsmeOong1Ac5AcwKKuqgQ,Fukuburger,The Strip,"Restaurants, Burgers, Food, Food Trucks, Asian Fusion","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
esBRj9uPRzwxaW4Lz1XGLA,Oyster Bar,The Strip,"Seafood, Restaurants, Live/Raw Food, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
_-VLl6JjZ7av3MwzjpHilQ,Ichi Màs Truck,The Strip,"Street Vendors, Food, Restaurants, Food Stands",
0xdpv5CPpbUUch7JKBG98Q,Sirio Ristorante,The Strip,"Italian, American (New), Restaurants","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
AMTNJbYbu0OMMAkx4meQxw,Circo,The Strip,"Restaurants, Italian","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
mbP_JseHO2JvFdD6sS8j0Q,Noble Roman's Pizza Slots A Fun,The Strip,Restaurants,
NUpRBNSWuhRQ2tze3-A-Ng,Buffet Roundtable,The Strip,"Buffets, American (Traditional), Restaurants","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"
ODXNf0npAv--JbyzBaLxoQ,Lobster Chowder Company,The Strip,"American (New), Restaurants, Seafood","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
3c6U5CdxsN_6Gpc6dqTylg,Chicken Connection,The Strip,"Restaurants, Chicken Wings, Fast Food","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
UTXNr62dGSK-tet8OeXUcQ,Yard House,The Strip,"American (New), Asian Fusion, Restaurants, Vegetarian, American (Traditional), Nightlife, Cocktail Bars, Steakhouses, Wine Bars, Seafood, Beer Bar, Bars","{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"
dCUuzw3R2rPqKyN2Zl9zRw,Fiamma Italian Kitchen,The Strip,"Italian, Wine Bars, Restaurants, Nightlife, Bars","{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"
eiRH93Z6CbVekyyiE0BZFw,Street Foods - Food Trucks,The Strip,"Food Trucks, Fast Food, Food, Mexican, Restaurants, Indian","{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}"
